Item Name,Supplier,Quantity,Cost Per Unit,Total Cost,Expiry Date,Storage Location,Stock Status,Order Date,Delivery Date
Section Surgical Equipment,MediCorp,69,345.44,23835.36,29/10/2024,Warehouse B,Low Stock,31/08/2022,12/03/2023
Establish Surgical Equipment,CareWell,199,381.54,75926.46,Invalid Date,Clinic Branch,Out of Stock,07/03/2023,04/12/2023
Six Personal Protective Equipment,MedSupplies,170,89.97,15294.9,21/03/2025,Warehouse B,Low Stock,05/08/2024,13/01/2025
Finish Sanitizers,MediCorp,5,414.79,2073.95,29/04/2027,Warehouse A,Low Stock,12/09/2024,22/03/2025
Full Medicine,HealthFirst,98,283.12,27745.76,30/06/2024,Clinic Branch,Low Stock,14/10/2023,11/09/2024
Ability Surgical Equipment,MediCorp,118,197.61,23317.98,12/08/2025,Warehouse B,Available,20/04/2022,05/02/2023
Apply Medicine,HealthFirst,255,96.4,24582,02/08/2024,Clinic Branch,Out of Stock,20/03/2022,03/01/2023
American Surgical Equipment,MedSupplies,48,481.15,23095.2,04/09/2024,Warehouse B,Low Stock,07/06/2023,18/10/2024
Test Sanitizers,MediCorp,39,464.58,18118.62,04/03/2024,Main Hospital,Out of Stock,04/10/2022,30/07/2023
Present Surgical Equipment,PharmaPlus,160,269.32,43091.2,07/12/2024,Clinic Branch,Out of Stock,24/05/2023,03/08/2023
Child Surgical Equipment,CareWell,28,79.87,2236.36,12/12/2027,Warehouse B,Available,11/04/2023,14/11/2024
Character Personal Protective Equipment,MediCorp,293,473.14,138630.02,29/12/2026,Clinic Branch,Low Stock,13/09/2022,03/05/2024
These Sanitizers,HealthFirst,117,439.14,51379.38,20/09/2027,Emergency Storage,Low Stock,14/06/2023,21/06/2024
Building Surgical Equipment,CareWell,170,287.16,48817.2,13/02/2026,Clinic Branch,Available,07/09/2023,15/06/2024
Article Surgical Equipment,CareWell,252,82.13,20696.76,28/08/2025,Warehouse A,Low Stock,04/10/2024,28/10/2024
Arrive Medicine,PharmaPlus,130,52.4,6812,28/07/2024,Emergency Storage,Low Stock,04/05/2023,14/03/2025
Possible Personal Protective Equipment,MediCorp,188,338.32,63604.16,15/07/2024,Clinic Branch,Available,11/09/2024,13/03/2025
Turn Surgical Equipment,CareWell,136,324.65,44152.4,18/09/2025,Emergency Storage,Available,22/08/2022,01/05/2024
Policy Sanitizers,PharmaPlus,58,158.82,9211.56,14/01/2025,Main Hospital,Available,13/11/2024,21/02/2025
Start Diagnostic Tools,HealthFirst,30,293.44,8803.2,15/04/2024,Warehouse B,Available,03/09/2022,26/09/2024
Too Personal Protective Equipment,MedSupplies,120,323,38760,01/07/2025,Warehouse B,Available,04/08/2023,
Garden Personal Protective Equipment,MedSupplies,30,134.8,4044,14/09/2027,Emergency Storage,Low Stock,26/11/2022,
Interview Sanitizers,PharmaPlus,220,460,101200,26/06/2027,Main Hospital,Out of Stock,16/06/2022,13/06/2023
Bed Surgical Equipment,MedSupplies,172,369.58,63567.76,15/06/2025,Main Hospital,Out of Stock,04/05/2022,24/08/2024
Once Personal Protective Equipment,CareWell,0,292.49,0,04/05/2026,Warehouse B,Out of Stock,16/10/2023,14/03/2025
Food Personal Protective Equipment,HealthFirst,207,268.13,55502.91,22/01/2025,Warehouse A,Low Stock,28/09/2024,27/12/2024
As Surgical Equipment,PharmaPlus,24,124.75,2994,21/07/2025,Warehouse B,Available,21/04/2023,15/07/2023
Certain Medicine,MediCorp,191,134.48,25685.68,11/02/2028,Warehouse A,Out of Stock,01/09/2022,11/03/2023
Identify Personal Protective Equipment,MediCorp,291,179.04,52100.64,15/01/2026,Clinic Branch,Available,30/01/2024,07/12/2024
Course Surgical Equipment,HealthFirst,290,72.2,20938,25/07/2027,Emergency Storage,Out of Stock,07/08/2023,27/10/2024
Sea Sanitizers,MediCorp,4,287.33,1149.32,07/03/2024,Warehouse B,Available,09/02/2023,06/03/2025
Move Surgical Equipment,CareWell,235,453.3,106525.5,11/04/2027,Warehouse A,Low Stock,30/03/2023,13/03/2024
Play Diagnostic Tools,MedSupplies,27,252.34,6813.18,12/01/2025,Emergency Storage,Low Stock,06/05/2024,04/02/2025
Hand Medicine,MedSupplies,163,447.97,73019.11,02/05/2027,Clinic Branch,Available,15/06/2023,23/12/2023
Glass Medicine,MedSupplies,291,421.11,122543.01,31/07/2026,Clinic Branch,Low Stock,01/04/2023,
Not Sanitizers,MediCorp,0,264.43,0,19/04/2027,Warehouse B,Low Stock,27/03/2022,12/05/2023
Radio Sanitizers,CareWell,87,132.69,11544.03,01/09/2026,Warehouse B,Out of Stock,07/06/2022,20/09/2023
Entire Sanitizers,MedSupplies,2,205.93,411.86,19/04/2026,Warehouse A,Low Stock,23/04/2024,13/10/2024
Accept Surgical Equipment,CareWell,162,248.78,40302.36,15/11/2027,Emergency Storage,Available,17/06/2023,12/11/2023
Support Surgical Equipment,MediCorp,0,449.46,0,15/07/2024,Main Hospital,Low Stock,10/02/2023,02/11/2023
Ten Medicine,HealthFirst,144,305.58,44003.52,11/10/2024,Warehouse A,Out of Stock,03/08/2023,23/07/2024
Develop Personal Protective Equipment,PharmaPlus,191,361.86,69115.26,21/08/2027,Clinic Branch,Out of Stock,16/11/2022,27/09/2023
Himself Diagnostic Tools,HealthFirst,193,417.06,80492.58,08/07/2027,Emergency Storage,Out of Stock,03/12/2022,06/01/2025
Two Personal Protective Equipment,MediCorp,62,152.89,9479.18,19/12/2027,Warehouse A,Available,18/05/2024,09/01/2025
Risk Surgical Equipment,MedSupplies,196,246.97,48406.12,12/12/2027,Clinic Branch,Out of Stock,19/03/2023,26/06/2024
For Diagnostic Tools,MedSupplies,261,36.28,9469.08,17/07/2027,Main Hospital,Available,21/03/2023,02/12/2023
Performance Sanitizers,PharmaPlus,49,231.58,11347.42,05/03/2026,Clinic Branch,Out of Stock,13/07/2022,27/08/2022
Onto Personal Protective Equipment,HealthFirst,6,157.96,947.76,07/03/2024,Warehouse A,Out of Stock,08/08/2022,28/04/2023
Seven Surgical Equipment,HealthFirst,209,72.82,15219.38,20/03/2025,Warehouse B,Out of Stock,03/02/2024,
Fight Medicine,HealthFirst,90,239.9,21591,19/12/2024,Warehouse B,Low Stock,27/01/2025,04/03/2025
What Diagnostic Tools,PharmaPlus,240,72.6,17424,31/10/2025,Clinic Branch,Low Stock,24/08/2022,25/10/2022
Seat Surgical Equipment,MediCorp,0,237.96,0,03/07/2027,Emergency Storage,Low Stock,16/02/2023,03/06/2024
Sea Diagnostic Tools,MediCorp,133,213.44,28387.52,03/07/2026,Warehouse A,Out of Stock,24/07/2022,01/10/2022
See Diagnostic Tools,MedSupplies,24,236.13,5667.12,19/10/2027,Warehouse B,Low Stock,25/02/2024,
Could Surgical Equipment,HealthFirst,212,437.13,92671.56,19/01/2025,Warehouse B,Low Stock,16/09/2022,30/12/2024
Maybe Medicine,MedSupplies,133,122.63,16309.79,01/06/2027,Clinic Branch,Low Stock,03/12/2023,16/01/2025
Two Medicine,MedSupplies,156,92.76,14470.56,01/05/2024,Warehouse A,Low Stock,14/12/2023,15/01/2025
Them Surgical Equipment,PharmaPlus,260,346.12,89991.2,24/06/2027,Clinic Branch,Out of Stock,29/09/2023,04/05/2024
Reality Personal Protective Equipment,CareWell,177,385.14,68169.78,24/02/2027,Main Hospital,Low Stock,30/04/2024,12/11/2024
Church Personal Protective Equipment,PharmaPlus,297,181.78,53988.66,24/07/2026,Warehouse A,Low Stock,18/09/2024,17/03/2025
Summer Surgical Equipment,MediCorp,142,435.41,61828.22,20/11/2026,Warehouse B,Out of Stock,03/11/2023,20/11/2023
There Sanitizers,MediCorp,108,447.42,48321.36,24/10/2026,Clinic Branch,Out of Stock,04/09/2022,17/05/2023
Mention Personal Protective Equipment,PharmaPlus,41,68.15,2794.15,10/12/2025,Clinic Branch,Out of Stock,04/08/2022,22/08/2023
Buy Medicine,CareWell,250,77.34,19335,03/04/2024,Warehouse A,Low Stock,16/02/2023,24/07/2023
Gun Medicine,HealthFirst,296,300.75,89022,18/10/2027,Main Hospital,Low Stock,12/05/2023,11/02/2024
Family Surgical Equipment,MediCorp,10,386.44,3864.4,01/03/2025,Warehouse A,Out of Stock,20/02/2024,15/02/2025
Child Personal Protective Equipment,MediCorp,58,133.11,7720.38,23/05/2024,Clinic Branch,Available,12/04/2023,13/03/2024
Human Personal Protective Equipment,CareWell,216,80.33,17351.28,01/12/2024,Main Hospital,Available,01/05/2024,01/05/2024
Deep Diagnostic Tools,MediCorp,265,53.47,14169.55,15/03/2027,Warehouse A,Out of Stock,26/05/2022,12/08/2023
There Sanitizers,MedSupplies,290,429.61,124586.9,25/04/2027,Clinic Branch,Available,11/02/2024,10/03/2024
Public Sanitizers,MedSupplies,101,470.95,47565.95,20/06/2025,Warehouse A,Out of Stock,03/08/2022,16/01/2023
His Medicine,MediCorp,78,133.04,10377.12,23/02/2026,Main Hospital,Low Stock,05/12/2024,28/12/2024
Information Sanitizers,MedSupplies,22,9.42,207.24,11/12/2026,Warehouse A,Out of Stock,22/02/2025,01/03/2025
Technology Medicine,MedSupplies,116,33.7,3909.2,29/07/2024,Warehouse A,Out of Stock,25/03/2023,14/12/2023
Him Sanitizers,HealthFirst,67,484.47,32459.49,24/10/2024,Emergency Storage,Low Stock,03/08/2022,21/03/2025
Expert Diagnostic Tools,CareWell,185,469.62,86879.7,21/08/2027,Warehouse B,Low Stock,25/07/2023,09/04/2024
Reduce Medicine,MediCorp,174,109.08,18979.92,19/07/2026,Warehouse A,Out of Stock,22/05/2024,09/02/2025
Drug Sanitizers,MediCorp,240,462.96,111110.4,07/11/2027,Warehouse B,Low Stock,25/10/2024,
Fish Diagnostic Tools,MedSupplies,94,213.12,20033.28,26/02/2024,Warehouse B,Out of Stock,07/01/2024,27/12/2024
Campaign Sanitizers,MediCorp,72,9.31,670.32,21/08/2025,Emergency Storage,Low Stock,17/11/2022,
Challenge Sanitizers,PharmaPlus,35,492.51,17237.85,17/12/2024,Warehouse A,Out of Stock,19/02/2025,26/02/2025
Difference Medicine,MediCorp,174,197.93,34439.82,15/05/2025,Clinic Branch,Available,28/07/2023,16/02/2024
Win Medicine,HealthFirst,207,65.14,13483.98,29/01/2025,Clinic Branch,Low Stock,31/03/2023,03/08/2023
Democrat Personal Protective Equipment,PharmaPlus,46,491.89,22626.94,29/06/2024,Emergency Storage,Available,23/05/2022,08/12/2024
Soldier Personal Protective Equipment,HealthFirst,33,157.87,5209.71,26/05/2027,Emergency Storage,Available,23/04/2022,30/05/2023
Suggest Diagnostic Tools,CareWell,296,262.01,77554.96,19/04/2026,Main Hospital,Low Stock,19/08/2024,03/12/2024
Third Surgical Equipment,PharmaPlus,266,222.83,59272.78,02/12/2027,Clinic Branch,Low Stock,14/12/2024,09/03/2025
Staff Surgical Equipment,MedSupplies,248,80.33,19921.84,26/12/2027,Warehouse A,Out of Stock,22/03/2024,02/09/2024
Material Surgical Equipment,CareWell,227,409.1,92865.7,18/01/2026,Clinic Branch,Available,23/03/2024,27/09/2024
Large Surgical Equipment,HealthFirst,68,492.66,33500.88,12/02/2028,Main Hospital,Low Stock,11/12/2024,01/03/2025
Old Medicine,CareWell,94,461.97,43425.18,02/08/2026,Main Hospital,Available,14/11/2022,07/04/2024
According Diagnostic Tools,HealthFirst,18,83.08,1495.44,22/07/2027,Main Hospital,Out of Stock,01/01/2024,03/02/2025
Another Medicine,PharmaPlus,44,387.16,17035.04,30/03/2026,Clinic Branch,Out of Stock,15/06/2023,28/10/2023
Poor Surgical Equipment,PharmaPlus,289,298.83,86361.87,18/02/2027,Warehouse B,Out of Stock,18/10/2022,02/02/2024
You Medicine,MedSupplies,271,184.79,50078.09,08/08/2025,Emergency Storage,Available,14/12/2022,
Society Diagnostic Tools,MediCorp,170,293.44,49884.8,08/10/2025,Warehouse B,Low Stock,12/03/2023,09/04/2024
Model Diagnostic Tools,HealthFirst,97,386.42,37482.74,09/06/2025,Main Hospital,Low Stock,13/11/2022,06/01/2023
Smile Surgical Equipment,HealthFirst,92,265.66,24440.72,22/06/2026,Emergency Storage,Low Stock,21/04/2024,12/11/2024
Total Sanitizers,CareWell,80,496.45,39716,07/12/2025,Warehouse A,Low Stock,03/09/2023,23/03/2024
Tree Diagnostic Tools,MedSupplies,193,30.95,5973.35,Invalid Date,Clinic Branch,Out of Stock,06/02/2025,20/03/2025
Land Diagnostic Tools,,39,110.74,4318.86,10/11/2026,Warehouse B,Available,13/06/2022,28/11/2024
Audience Personal Protective Equipment,MedSupplies,177,337.79,59788.83,24/01/2025,Clinic Branch,Out of Stock,03/02/2025,18/02/2025
White Sanitizers,PharmaPlus,122,136.94,16706.68,09/06/2027,Warehouse A,Available,29/11/2022,16/09/2023
Condition Personal Protective Equipment,HealthFirst,224,468.06,104845.44,25/06/2026,Emergency Storage,Low Stock,25/01/2025,17/03/2025
Industry Surgical Equipment,PharmaPlus,238,234.46,55801.48,07/02/2027,Clinic Branch,Available,16/10/2024,18/10/2024
Little Medicine,CareWell,291,170.3,49557.3,27/05/2026,Warehouse B,Out of Stock,12/05/2023,12/05/2023
Collection Medicine,PharmaPlus,177,332.08,58778.16,08/06/2025,Main Hospital,Low Stock,26/01/2024,11/04/2024
Perhaps Surgical Equipment,MedSupplies,255,180.35,45989.25,07/06/2027,Main Hospital,Available,25/09/2024,21/03/2025
Meet Medicine,MedSupplies,189,100.41,18977.49,08/04/2024,Emergency Storage,Low Stock,25/05/2023,19/05/2024
Process Diagnostic Tools,HealthFirst,248,213.15,52861.2,10/07/2027,Warehouse A,Available,23/09/2023,08/05/2024
Dream Surgical Equipment,MediCorp,73,23.85,1741.05,24/03/2027,Emergency Storage,Out of Stock,01/04/2022,07/01/2024
Mr Personal Protective Equipment,MedSupplies,180,77.95,14031,15/03/2027,Warehouse A,Out of Stock,19/09/2022,05/12/2022
Personal Personal Protective Equipment,CareWell,6,195.28,1171.68,29/08/2026,Warehouse B,Low Stock,25/07/2022,01/11/2022
Foreign Diagnostic Tools,MediCorp,81,181.12,14670.72,01/05/2027,Warehouse B,Low Stock,13/06/2024,08/10/2024
Case Surgical Equipment,PharmaPlus,154,454.01,69917.54,26/07/2024,Warehouse A,Low Stock,16/02/2023,01/07/2023
Market Personal Protective Equipment,HealthFirst,44,61.41,2702.04,01/02/2026,Warehouse B,Available,04/12/2022,19/04/2024
Against Personal Protective Equipment,CareWell,166,387.79,64373.14,25/12/2027,Emergency Storage,Out of Stock,31/10/2024,24/01/2025
Do Medicine,HealthFirst,33,294.22,9709.26,27/08/2025,Emergency Storage,Low Stock,27/03/2023,24/03/2025
Change Sanitizers,MediCorp,116,305.83,35476.28,07/02/2028,Warehouse A,Out of Stock,02/09/2023,25/06/2024
Carry Personal Protective Equipment,HealthFirst,0,30.02,0,12/08/2026,Warehouse B,Out of Stock,05/10/2024,31/10/2024
Thus Medicine,HealthFirst,114,244.67,27892.38,13/05/2026,Clinic Branch,Out of Stock,28/04/2023,
Magazine Sanitizers,PharmaPlus,66,135.15,8919.9,13/03/2026,Clinic Branch,Out of Stock,09/11/2024,19/11/2024
Power Surgical Equipment,MedSupplies,103,433.45,44645.35,20/01/2026,Warehouse B,Out of Stock,22/09/2024,29/01/2025
Last Surgical Equipment,CareWell,195,324.04,63187.8,19/01/2028,Clinic Branch,Available,02/10/2023,26/07/2024
Bad Diagnostic Tools,CareWell,41,295.08,12098.28,01/09/2024,Warehouse A,Out of Stock,29/09/2024,29/11/2024
Best Personal Protective Equipment,MediCorp,199,330.1,65689.9,30/01/2025,Main Hospital,Out of Stock,20/05/2024,25/03/2025
Because Diagnostic Tools,CareWell,50,327.32,16366,10/07/2024,Emergency Storage,Out of Stock,07/05/2024,09/02/2025
Firm Personal Protective Equipment,MedSupplies,101,197.76,19973.76,24/06/2026,Main Hospital,Available,03/09/2024,22/10/2024
Between Personal Protective Equipment,MediCorp,3,196.37,589.11,20/03/2026,Emergency Storage,Available,05/05/2024,29/07/2024
Run Medicine,PharmaPlus,215,373.38,80276.7,30/09/2027,Warehouse A,Low Stock,30/08/2024,06/03/2025
Road Diagnostic Tools,PharmaPlus,162,172.36,27922.32,23/12/2024,Warehouse B,Out of Stock,11/08/2024,13/12/2024
Artist Sanitizers,PharmaPlus,202,48.85,9867.7,18/01/2026,Clinic Branch,Low Stock,03/04/2022,13/07/2022
Kitchen Medicine,MedSupplies,266,145.34,38660.44,14/08/2025,Emergency Storage,Low Stock,14/09/2024,
Third Personal Protective Equipment,PharmaPlus,178,411.86,73311.08,30/04/2024,Main Hospital,Low Stock,10/04/2022,
Note Surgical Equipment,PharmaPlus,162,487.81,79025.22,18/09/2026,Clinic Branch,Low Stock,27/10/2022,03/02/2024
Campaign Medicine,CareWell,26,285.61,7425.86,10/06/2024,Warehouse A,Out of Stock,26/03/2022,
Budget Medicine,MedSupplies,141,37.97,5353.77,27/04/2026,Emergency Storage,Available,08/07/2023,24/01/2024
Smile Surgical Equipment,CareWell,102,281.46,28708.92,15/04/2026,Warehouse A,Out of Stock,12/06/2023,03/02/2024
Upon Surgical Equipment,MedSupplies,254,47.73,12123.42,07/06/2024,Clinic Branch,Low Stock,28/11/2022,02/10/2023
Research Personal Protective Equipment,HealthFirst,223,20.07,4475.61,09/01/2026,Clinic Branch,Low Stock,31/03/2024,22/07/2024
Society Personal Protective Equipment,HealthFirst,216,80.02,17284.32,04/11/2027,Main Hospital,Out of Stock,28/04/2023,
Middle Sanitizers,MedSupplies,189,193.99,36664.11,06/11/2027,Emergency Storage,Low Stock,18/01/2023,30/03/2024
Let Personal Protective Equipment,MedSupplies,151,21.33,3220.83,16/05/2025,Clinic Branch,Low Stock,11/03/2023,27/02/2024
Oil Surgical Equipment,MediCorp,95,38.16,3625.2,01/08/2025,Clinic Branch,Low Stock,20/11/2024,07/03/2025
Four Diagnostic Tools,MedSupplies,167,61.39,10252.13,14/09/2027,Clinic Branch,Out of Stock,06/07/2022,11/02/2025
Career Diagnostic Tools,CareWell,163,425.91,69423.33,28/03/2025,Warehouse B,Available,30/11/2024,01/01/2025
Trial Medicine,CareWell,157,312.14,49005.98,13/08/2024,Emergency Storage,Out of Stock,31/05/2024,11/10/2024
Speech Surgical Equipment,HealthFirst,295,12.75,3761.25,04/02/2025,Warehouse A,Available,25/09/2024,29/11/2024
Difference Medicine,HealthFirst,248,31.47,7804.56,20/11/2026,Emergency Storage,Low Stock,06/10/2022,18/05/2023
Course Personal Protective Equipment,HealthFirst,259,34.23,8865.57,15/02/2025,Clinic Branch,Low Stock,04/12/2024,25/01/2025
Store Surgical Equipment,HealthFirst,288,486.8,140198.4,27/01/2026,Clinic Branch,Available,10/08/2022,
Either Medicine,PharmaPlus,83,189.77,15750.91,26/10/2027,Main Hospital,Out of Stock,13/03/2022,21/09/2022
Discussion Personal Protective Equipment,MedSupplies,212,205.48,43561.76,01/11/2027,Main Hospital,Low Stock,16/11/2022,
Avoid Diagnostic Tools,MedSupplies,10,409.01,4090.1,03/03/2026,Main Hospital,Low Stock,02/06/2023,26/02/2024
Billion Medicine,PharmaPlus,174,332.06,57778.44,15/11/2026,Warehouse A,Available,27/10/2023,16/01/2024
Standard Diagnostic Tools,HealthFirst,140,499.95,69993,19/06/2025,Warehouse B,Low Stock,23/05/2023,13/10/2023
Environment Sanitizers,MediCorp,198,238.72,47266.56,Invalid Date,Main Hospital,Out of Stock,26/07/2022,29/07/2024
Magazine Medicine,MediCorp,0,352.95,0,11/07/2027,Emergency Storage,Out of Stock,25/05/2022,19/08/2022
What Sanitizers,HealthFirst,51,57.16,2915.16,21/11/2024,Clinic Branch,Out of Stock,08/04/2023,12/03/2024
Son Surgical Equipment,PharmaPlus,179,243.1,43514.9,27/08/2027,Warehouse A,Out of Stock,13/03/2024,08/12/2024
Something Personal Protective Equipment,HealthFirst,135,154.98,20922.3,29/11/2025,Emergency Storage,Available,05/11/2024,20/03/2025
Floor Personal Protective Equipment,HealthFirst,158,417.42,65952.36,Invalid Date,Warehouse B,Out of Stock,15/02/2023,28/02/2025
Place Medicine,CareWell,217,182.66,39637.22,12/07/2026,Emergency Storage,Out of Stock,22/09/2023,11/01/2024
Style Surgical Equipment,HealthFirst,155,490.12,75968.6,02/12/2026,Warehouse A,Out of Stock,17/11/2023,17/12/2024
Word Medicine,PharmaPlus,178,487.65,86801.7,08/09/2024,Warehouse A,Low Stock,29/11/2023,
Writer Medicine,CareWell,121,422.53,51126.13,02/11/2024,Main Hospital,Out of Stock,03/08/2024,08/08/2024
Sit Sanitizers,CareWell,79,476.04,37607.16,20/07/2026,Main Hospital,Low Stock,02/05/2022,
Affect Personal Protective Equipment,CareWell,227,17.07,3874.89,22/04/2026,Main Hospital,Low Stock,17/06/2022,19/11/2023
Goal Personal Protective Equipment,CareWell,193,442.49,85400.57,Invalid Date,Warehouse B,Available,13/08/2024,31/01/2025
Officer Sanitizers,MedSupplies,32,237.76,7608.32,25/06/2025,Emergency Storage,Available,02/05/2024,28/10/2024
Offer Personal Protective Equipment,MediCorp,280,377.31,105646.8,14/07/2025,Warehouse B,Available,12/03/2022,28/04/2023
Pressure Sanitizers,CareWell,157,483.49,75907.93,31/05/2026,Emergency Storage,Low Stock,23/07/2023,11/01/2025
Me Surgical Equipment,PharmaPlus,182,325.51,59242.82,03/03/2025,Warehouse B,Available,26/02/2022,
Finally Surgical Equipment,MediCorp,116,168.22,19513.52,13/08/2026,Warehouse B,Out of Stock,10/04/2023,22/02/2024
Red Medicine,MediCorp,16,117.85,1885.6,27/02/2027,Emergency Storage,Available,21/08/2023,
Score Sanitizers,MediCorp,134,40.43,5417.62,28/03/2027,Clinic Branch,Low Stock,24/02/2023,02/03/2023
Series Diagnostic Tools,PharmaPlus,140,251.58,35221.2,27/10/2026,Warehouse A,Low Stock,20/09/2022,
Street Medicine,MediCorp,252,53.7,13532.4,28/08/2024,Warehouse B,Low Stock,03/12/2022,
Collection Personal Protective Equipment,PharmaPlus,231,439.68,101566.08,10/04/2025,Warehouse B,Out of Stock,30/10/2024,02/11/2024
Store Diagnostic Tools,HealthFirst,174,143.95,25047.3,19/11/2026,Emergency Storage,Available,24/05/2022,20/11/2023
Some Sanitizers,MedSupplies,243,23.94,5817.42,19/01/2026,Warehouse B,Low Stock,21/01/2024,21/04/2024
Yourself Medicine,CareWell,60,160.46,9627.6,08/02/2028,Warehouse B,Low Stock,23/01/2024,
